日期,,縣市,附設校數總計,附設校數身心障礙類,附設校數資賦優異類,老師數總計,老師數身心障礙類,老師數資賦優異類,班級數總計,班級數身心障礙類小計,班級數身心障礙類集中式特教班,班級數身心障礙類分散式資源班,班級數身心障礙類巡迴輔導,班級數資賦優異類小計,班級數資賦優異類資優班(集中式),班級數資賦優異類美術班,班級數資賦優異類音樂班,班級數資賦優異類舞蹈班,班級數資賦優異類數理資源班,班級數資賦優異類資優巡迴輔導,學生人數總計,學生人數身心障礙類小計,學生人數身心障礙類集中式特教班,學生人數身心障礙類分散式資源班,學生人數身心障礙類巡迴輔導,學生人數身心障礙類接受特教服務,學生人數資賦優異類小計,學生人數資賦優異類資優班(集中式),學生人數資賦優異類美術班,學生人數資賦優異類音樂班,學生人數資賦優異類舞蹈班,學生人數資賦優異類數理資源班,學生人數資賦優異類資優巡迴輔導,學生人數資賦優異類資優方案
20160321,,臺南市,29,23,6,140,82,58,73,48,27,20,1,25,12,7,3,3,0,0,2377,1714,363,968,6,377,663,349,164,79,71,0,0,0
20160321,,高雄市,35,25,10,153,111,42,93,64,36,28,0,29,4,9,10,3,3,0,3021,2302,472,831,20,979,719,117,245,249,59,49,0,0
20160321,,宜蘭縣,10,7,3,72,31,41,31,16,9,7,0,15,6,3,3,3,0,0,776,454,88,346,0,20,322,142,76,47,57,0,0,0
20160321,,桃園市,28,21,7,123,73,50,80,50,32,18,0,30,6,12,9,3,0,0,3094,2334,417,1237,1,679,760,112,344,245,59,0,0,0
20160321,,新竹縣,6,5,1,25,24,1,20,17,12,5,0,3,0,0,0,3,0,0,562,509,149,250,0,110,53,0,0,0,53,0,0,0
20160321,,苗栗縣,9,7,2,42,36,6,26,20,14,6,0,6,0,6,0,0,0,0,945,793,154,409,0,230,152,0,152,0,0,0,0,0
20160321,,彰化縣,16,13,3,85,64,21,55,37,24,13,0,18,12,3,3,0,0,0,1459,978,314,591,0,73,481,315,82,84,0,0,0,0
20160321,,南投縣,10,7,3,49,36,13,33,21,16,5,0,12,6,3,3,0,0,0,782,470,166,151,0,153,312,161,78,73,0,0,0,0
20160321,,雲林縣,9,6,3,57,29,28,34,22,16,6,0,12,6,3,3,0,0,0,965,673,207,238,0,228,292,167,75,50,0,0,0,0
20160321,,嘉義縣,2,2,0,13,13,0,6,6,5,1,0,0,0,0,0,0,0,0,285,285,50,26,0,209,0,0,0,0,0,0,0,0
20160321,,屏東縣,11,9,2,98,40,58,42,27,19,7,1,15,9,3,3,0,0,0,989,617,222,227,6,162,372,249,70,53,0,0,0,0
20160321,,臺東縣,6,5,1,18,15,3,12,9,6,3,0,3,0,3,0,0,0,0,315,254,63,90,0,101,61,0,61,0,0,0,0,0
20160321,,花蓮縣,7,5,2,61,20,41,29,14,9,5,0,15,9,3,3,0,0,0,704,400,102,155,0,143,304,204,57,43,0,0,0,0
20160321,,澎湖縣,2,1,1,18,10,8,11,5,4,1,0,6,0,3,3,0,0,0,104,58,31,23,0,4,46,0,36,10,0,0,0,0
20160321,,基隆市,4,3,1,22,18,4,15,9,6,3,0,6,0,3,3,0,0,0,429,281,76,113,0,92,148,0,69,79,0,0,0,0
20160321,,新竹市,11,8,3,73,30,43,40,19,12,7,0,21,15,3,3,0,0,0,1330,775,137,326,0,312,555,380,94,81,0,0,0,0
20160321,,嘉義市,6,4,2,68,21,47,31,10,6,4,0,21,12,3,3,3,0,0,881,352,80,209,0,63,529,298,86,81,64,0,0,0
20160321,,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,66,66,22,34,0,10,0,0,0,0,0,0,0,0
20160321,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,14,14,0,14,0,0,0,0,0,0,0,0,0,0
20160530,,新北市,26,17,9,176,147,29,101,71,55,10,6,30,6,11,12,1,0,0,3093,2297,657,385,108,1147,796,176,319,278,22,0,0,1
20160530,,臺北市,54,37,17,317,148,169,165,69,28,41,0,96,67,12,9,6,0,2,5350,2768,366,1356,0,1046,2582,1820,333,256,127,0,46,0
20160530,,臺中市,33,25,8,185,137,48,114,69,45,22,2,45,27,6,9,3,0,0,2916,1707,504,901,26,276,1209,730,178,233,68,0,0,0
20160530,,臺南市,29,23,6,136,78,58,73,48,27,20,1,25,12,7,3,3,0,0,2275,1617,363,906,6,342,658,348,160,79,71,0,0,0
20160530,,高雄市,35,25,10,155,110,45,93,64,36,28,0,29,4,9,10,3,3,0,3014,2295,471,827,1,996,719,117,245,249,59,49,0,0
20160530,,宜蘭縣,10,7,3,72,31,41,31,16,9,7,0,15,6,3,3,3,0,0,772,449,89,340,0,20,323,142,77,47,57,0,0,0
20160530,,桃園市,28,21,7,122,73,49,80,50,32,18,0,30,6,12,9,3,0,0,2991,2230,413,1172,0,645,761,113,345,244,59,0,0,0
20160530,,新竹縣,6,5,1,25,24,1,20,17,12,5,0,3,0,0,0,3,0,0,515,462,145,222,0,95,53,0,0,0,53,0,0,0
20160530,,苗栗縣,9,7,2,42,36,6,26,20,14,6,0,6,0,6,0,0,0,0,908,756,148,385,1,222,152,0,152,0,0,0,0,0
20160530,,彰化縣,16,13,3,85,64,21,55,37,24,13,0,18,12,3,3,0,0,0,1362,881,297,515,0,69,481,315,82,84,0,0,0,0
20160530,,南投縣,10,7,3,49,36,13,33,21,16,5,0,12,6,3,3,0,0,0,758,446,165,136,0,145,312,161,78,73,0,0,0,0
20160530,,雲林縣,9,6,3,57,29,28,34,22,16,6,0,12,6,3,3,0,0,0,891,598,171,215,0,212,293,167,75,51,0,0,0,0
20160530,,嘉義縣,2,2,0,13,13,0,6,6,5,1,0,0,0,0,0,0,0,0,285,285,50,26,0,209,0,0,0,0,0,0,0,0
20160530,,屏東縣,11,9,2,97,39,58,42,27,19,7,1,15,9,3,3,0,0,0,985,613,220,218,7,168,372,249,70,53,0,0,0,0
20160530,,臺東縣,6,5,1,18,15,3,12,9,6,3,0,3,0,3,0,0,0,0,310,249,65,87,0,97,61,0,61,0,0,0,0,0
20160530,,花蓮縣,7,5,2,61,20,41,29,14,9,5,0,15,9,3,3,0,0,0,674,370,98,144,0,128,304,204,57,43,0,0,0,0
20160530,,澎湖縣,2,1,1,18,10,8,11,5,4,1,0,6,0,3,3,0,0,0,102,56,31,22,0,3,46,0,36,10,0,0,0,0
20160530,,基隆市,4,3,1,22,18,4,15,9,6,3,0,6,0,3,3,0,0,0,415,267,67,111,0,89,148,0,69,79,0,0,0,0
20160530,,新竹市,11,8,3,82,30,52,40,19,12,7,0,21,15,3,3,0,0,0,1250,695,129,287,0,279,555,380,94,81,0,0,0,0
20160530,,嘉義市,6,4,2,67,20,47,31,10,6,4,0,21,12,3,3,3,0,0,864,335,81,189,0,65,529,298,86,81,64,0,0,0
20160530,,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,60,60,22,29,0,9,0,0,0,0,0,0,0,0
20160530,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,13,13,0,13,0,0,0,0,0,0,0,0,0,0
20161020,,新北市,28,19,9,185,156,29,107,75,56,19,0,32,6,12,12,2,0,0,3414,2578,693,407,72,1406,836,173,306,316,40,0,0,1
20161020,,臺北市,53,37,16,318,156,162,164,70,29,41,0,94,65,12,9,6,0,2,5449,2879,357,1418,2,1102,2570,1793,357,260,135,0,25,0
20161020,,桃園市,29,22,7,123,73,50,83,53,34,19,0,30,6,12,9,3,0,0,3472,2668,431,1171,0,1066,804,167,321,225,64,0,0,27
20161020,,臺中市,33,25,8,176,130,46,114,69,45,22,2,45,27,6,9,3,0,0,3154,1873,540,758,33,542,1281,763,219,228,71,0,0,0
20161020,,臺南市,28,23,5,124,74,50,72,48,27,20,1,24,12,6,3,3,0,0,2346,1688,353,743,2,590,658,336,170,84,68,0,0,0
20161020,,高雄市,35,27,8,160,119,41,96,69,36,33,0,27,3,9,9,3,3,0,2991,2313,467,569,0,1277,678,89,258,259,62,10,0,0
20161020,,宜蘭縣,10,7,3,57,29,28,31,16,9,7,0,15,6,3,3,3,0,0,799,463,104,280,0,79,336,139,85,47,65,0,0,0
20161020,,新竹縣,6,5,1,25,24,1,20,17,12,5,0,3,0,0,0,3,0,0,613,566,157,194,0,215,47,0,0,0,47,0,0,0
20161020,,苗栗縣,9,7,2,38,33,5,26,20,14,6,0,6,0,6,0,0,0,0,953,785,142,375,1,267,168,0,168,0,0,0,0,0
20161020,,彰化縣,16,13,3,86,67,19,55,37,24,13,0,18,12,3,3,0,0,0,1547,979,289,479,0,211,568,325,111,120,12,0,0,0
20161020,,南投縣,10,7,3,42,31,11,32,20,15,5,0,12,6,3,3,0,0,0,743,428,156,103,0,169,315,165,69,81,0,0,0,0
20161020,,雲林縣,9,6,3,58,32,26,36,24,18,6,0,12,6,3,3,0,0,0,996,715,180,211,0,324,281,147,84,50,0,0,0,0
20161020,,嘉義縣,2,2,0,13,13,0,7,7,6,1,0,0,0,0,0,0,0,0,326,326,58,21,0,247,0,0,0,0,0,0,0,0
20161020,,屏東縣,11,9,2,94,36,58,42,27,19,7,1,15,9,3,3,0,0,0,1045,653,219,189,5,240,392,259,80,53,0,0,0,0
20161020,,臺東縣,6,5,1,18,15,3,12,9,6,3,0,3,0,3,0,0,0,0,316,256,60,58,0,138,60,0,60,0,0,0,0,0
20161020,,花蓮縣,7,5,2,54,17,37,29,14,9,5,0,15,9,3,3,0,0,0,675,378,105,124,0,149,297,203,53,41,0,0,0,0
20161020,,澎湖縣,2,1,1,16,9,7,11,5,4,1,0,6,0,3,3,0,0,0,120,73,35,17,0,21,47,0,39,8,0,0,0,0
20161020,,基隆市,5,4,1,22,19,3,16,10,6,3,1,6,0,3,3,0,0,0,416,272,69,87,14,102,144,0,65,79,0,0,0,0
20161020,,新竹市,11,8,3,73,28,45,39,19,12,7,0,20,14,3,3,0,0,0,1401,846,130,234,0,482,555,374,92,89,0,0,0,0
20161020,,嘉義市,6,4,2,66,20,46,31,10,6,4,0,21,12,3,3,3,0,0,1018,419,79,136,0,204,599,359,89,82,69,0,0,0
20161020,,金門縣,1,1,0,6,6,0,4,4,3,1,0,0,0,0,0,0,0,0,91,91,35,32,0,24,0,0,0,0,0,0,0,0
20161020,,連江縣,1,1,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,9,9,0,7,0,2,0,0,0,0,0,0,0,0
20170320,,新北市,28,19,9,177,148,29,107,75,56,19,0,32,6,12,12,2,0,0,3383,2546,690,449,87,1320,837,173,306,317,40,0,0,1
20170320,,臺北市,53,37,16,320,154,166,164,70,29,41,0,94,65,12,9,6,0,2,5461,2889,358,1455,4,1072,2572,1791,354,258,132,0,37,0
20170320,,桃園市,29,22,7,127,76,51,83,53,34,19,0,30,6,12,9,3,0,0,3389,2585,431,1403,0,751,804,167,320,224,66,0,0,27
20170320,,臺中市,33,25,8,174,128,46,114,69,45,22,2,45,27,6,9,3,0,0,3066,1807,529,954,36,288,1259,771,191,227,70,0,0,0
20170320,,臺南市,28,23,5,125,75,50,72,48,27,20,1,24,12,6,3,3,0,0,2329,1672,350,943,2,377,657,337,170,84,66,0,0,0
20170320,,高雄市,35,27,8,161,119,42,96,69,36,33,0,27,3,9,9,3,3,0,2948,2273,480,676,0,1117,675,90,257,256,62,10,0,0
20170320,,宜蘭縣,10,7,3,59,31,28,31,16,9,7,0,15,6,3,3,3,0,0,774,437,90,327,0,20,337,140,85,47,65,0,0,0
20170320,,新竹縣,6,5,1,24,23,1,20,17,12,5,0,3,0,0,0,3,0,0,594,547,157,278,0,112,47,0,0,0,47,0,0,0
20170320,,苗栗縣,10,8,2,39,34,5,27,21,14,7,0,6,0,6,0,0,0,0,915,771,141,442,1,187,144,0,144,0,0,0,0,0
20170320,,彰化縣,16,13,3,87,68,19,55,37,24,13,0,18,12,3,3,0,0,0,1521,955,286,605,0,64,566,325,110,119,12,0,0,0
20170320,,南投縣,10,7,3,42,33,9,32,20,15,5,0,12,6,3,3,0,0,0,731,416,151,123,0,142,315,165,69,81,0,0,0,0
20170320,,雲林縣,9,6,3,46,33,13,36,24,18,6,0,12,6,3,3,0,0,0,1025,713,191,275,0,247,312,177,85,50,0,0,0,0
20170320,,嘉義縣,2,2,0,13,13,0,7,7,6,1,0,0,0,0,0,0,0,0,313,313,59,35,0,219,0,0,0,0,0,0,0,0
20170320,,屏東縣,10,8,2,94,38,56,41,26,19,6,1,15,9,3,3,0,0,0,1024,634,209,228,4,193,390,259,78,53,0,0,0,0
20170320,,臺東縣,6,5,1,21,16,5,12,9,6,3,0,3,0,3,0,0,0,0,308,249,59,79,0,111,59,0,59,0,0,0,0,0
20170320,,花蓮縣,7,5,2,57,20,37,29,14,9,5,0,15,9,3,3,0,0,0,642,345,93,132,0,120,297,203,53,41,0,0,0,0
20170320,,澎湖縣,2,1,1,16,9,7,11,5,4,1,0,6,0,3,3,0,0,0,119,72,34,32,0,6,47,0,36,11,0,0,0,0
20170320,,基隆市,5,4,1,24,20,4,16,10,6,3,1,6,0,3,3,0,0,0,422,280,68,119,14,79,142,0,64,78,0,0,0,0
20170320,,新竹市,11,8,3,74,31,43,39,19,12,7,0,20,14,3,3,0,0,0,1343,799,132,320,0,347,544,365,91,88,0,0,0,0
20170320,,嘉義市,6,4,2,66,20,46,31,10,6,4,0,21,12,3,3,3,0,0,1012,417,78,246,0,93,595,357,88,81,69,0,0,0
20170320,,金門縣,1,1,0,6,6,0,4,4,3,1,0,0,0,0,0,0,0,0,84,84,30,43,0,11,0,0,0,0,0,0,0,0
20170320,,連江縣,1,1,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0
20171020,,新北市,29,20,9,208,175,33,112,80,60,20,0,32,6,12,12,2,0,0,3528,2807,757,586,161,1303,721,168,234,277,41,0,0,1
20171020,,臺北市,54,38,16,345,168,177,165,74,32,42,0,91,62,12,9,6,0,2,5365,2969,364,1529,10,1066,2396,1646,352,246,129,0,23,0
20171020,,桃園市,29,22,7,133,83,50,86,56,36,20,0,30,6,12,9,3,0,0,3722,2900,467,1531,0,902,822,157,323,223,69,0,0,50
20171020,,臺中市,34,25,9,189,134,55,114,68,44,22,2,46,27,7,9,3,0,0,2935,1747,512,892,29,314,1188,726,187,206,69,0,0,0
20171020,,臺南市,28,23,5,128,78,50,72,48,27,20,1,24,12,6,3,3,0,0,2219,1588,344,826,1,417,631,331,153,87,60,0,0,0
20171020,,高雄市,35,27,8,163,124,39,102,75,37,38,0,27,3,9,9,3,3,0,3014,2366,490,685,0,1191,648,89,228,253,69,9,0,0
20171020,,宜蘭縣,10,7,3,58,33,25,32,16,9,7,0,16,7,3,3,3,0,0,782,464,106,315,0,43,318,142,75,35,66,0,0,0
20171020,,新竹縣,8,7,1,27,26,1,22,19,12,7,0,3,0,0,0,3,0,0,602,564,159,306,0,99,38,0,0,0,38,0,0,0
20171020,,苗栗縣,11,9,2,40,35,5,29,23,15,8,0,6,0,6,0,0,0,0,812,718,145,417,0,156,94,0,94,0,0,0,0,0
20171020,,彰化縣,17,14,3,88,67,21,56,38,24,13,1,18,12,3,3,0,0,0,1540,924,285,593,0,46,616,326,141,123,26,0,0,0
20171020,,南投縣,10,7,3,42,33,9,32,20,15,5,0,12,6,3,3,0,0,0,686,467,171,135,0,161,219,110,53,56,0,0,0,0
20171020,,雲林縣,9,6,3,58,45,13,37,25,19,6,0,12,6,3,3,0,0,0,1007,753,202,298,0,253,254,117,86,51,0,0,0,0
20171020,,嘉義縣,2,2,0,11,11,0,7,7,6,1,0,0,0,0,0,0,0,0,342,342,60,41,0,241,0,0,0,0,0,0,0,0
20171020,,屏東縣,10,8,2,81,37,44,41,26,19,6,1,15,9,3,3,0,0,0,967,644,202,234,2,206,323,217,56,50,0,0,0,0
20171020,,臺東縣,6,5,1,19,14,5,12,9,6,3,0,3,0,3,0,0,0,0,304,241,54,80,0,107,63,0,63,0,0,0,0,0
20171020,,花蓮縣,7,5,2,47,20,27,29,14,9,5,0,15,9,3,3,0,0,0,653,372,89,153,0,130,281,195,48,38,0,0,0,0
20171020,,澎湖縣,2,1,1,15,9,6,11,5,4,1,0,6,0,3,3,0,0,0,116,83,30,38,0,15,33,0,25,8,0,0,0,0
20171020,,基隆市,5,4,1,23,19,4,16,10,6,3,1,6,0,3,3,0,0,0,433,308,72,138,6,92,125,0,59,66,0,0,0,0
20171020,,新竹市,11,8,3,71,29,42,38,19,12,7,0,19,13,3,3,0,0,0,1255,801,133,277,1,390,454,273,93,88,0,0,0,0
20171020,,嘉義市,8,6,2,66,20,46,33,12,6,6,0,21,12,3,3,3,0,0,902,426,77,317,0,32,476,238,90,80,68,0,0,0
20171020,,金門縣,1,1,0,6,6,0,4,4,3,1,0,0,0,0,0,0,0,0,84,84,29,44,0,11,0,0,0,0,0,0,0,0
20171020,,連江縣,1,1,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,0,0,0,0
20180320,,新北市,29,20,9,208,175,33,112,80,60,20,0,32,6,12,12,2,0,0,3481,2763,751,607,176,1229,718,168,223,285,41,0,0,1
20180320,,臺北市,54,38,16,345,168,177,165,74,32,42,0,91,62,12,9,6,0,2,5374,2939,362,1520,10,1047,2435,1677,351,248,129,0,30,0
20180320,,桃園市,29,22,7,133,83,50,86,56,36,20,0,30,6,12,9,3,0,0,3558,2763,463,1498,0,802,795,159,295,222,70,0,0,49
20180320,,臺中市,34,25,9,189,134,55,114,68,44,22,2,46,27,7,9,3,0,0,2932,1707,505,872,30,300,1225,764,189,203,69,0,0,0
20180320,,臺南市,28,23,5,128,78,50,72,48,27,20,1,24,12,6,3,3,0,0,2195,1566,344,839,1,382,629,334,149,86,60,0,0,0
20180320,,高雄市,35,27,8,163,124,39,102,75,37,38,0,27,3,9,9,3,3,0,3016,2349,494,666,0,1189,667,89,248,252,69,9,0,0
20180320,,宜蘭縣,10,7,3,58,33,25,32,16,9,7,0,16,7,3,3,3,0,0,764,416,89,305,0,22,348,170,75,39,64,0,0,0
20180320,,新竹縣,8,7,1,27,26,1,22,19,12,7,0,3,0,0,0,3,0,0,585,548,155,294,0,99,37,0,0,0,37,0,0,0
20180320,,苗栗縣,11,9,2,40,35,5,29,23,15,8,0,6,0,6,0,0,0,0,848,711,141,413,0,157,137,0,137,0,0,0,0,0
20180320,,彰化縣,17,14,3,88,67,21,56,38,24,13,1,18,12,3,3,0,0,0,1542,923,284,570,2,67,619,326,140,127,26,0,0,0
20180320,,南投縣,10,7,3,42,33,9,32,20,15,5,0,12,6,3,3,0,0,0,727,454,170,125,0,159,273,157,51,65,0,0,0,0
20180320,,雲林縣,9,6,3,58,45,13,37,25,19,6,0,12,6,3,3,0,0,0,1040,729,220,268,0,241,311,175,86,50,0,0,0,0
20180320,,嘉義縣,2,2,0,11,11,0,7,7,6,1,0,0,0,0,0,0,0,0,321,321,60,36,1,224,0,0,0,0,0,0,0,0
20180320,,屏東縣,10,8,2,81,37,44,41,26,19,6,1,15,9,3,3,0,0,0,1014,631,198,218,5,210,383,247,86,50,0,0,0,0
20180320,,臺東縣,6,5,1,19,14,5,12,9,6,3,0,3,0,3,0,0,0,0,298,237,56,79,0,102,61,0,61,0,0,0,0,0
20180320,,花蓮縣,7,5,2,47,20,27,29,14,9,5,0,15,9,3,3,0,0,0,649,367,82,170,0,115,282,195,49,38,0,0,0,0
20180320,,澎湖縣,2,1,1,15,9,6,11,5,4,1,0,6,0,3,3,0,0,0,126,81,31,35,0,15,45,0,35,10,0,0,0,0
20180320,,基隆市,5,4,1,23,19,4,16,10,6,3,1,6,0,3,3,0,0,0,432,309,67,135,5,102,123,0,55,68,0,0,0,0
20180320,,新竹市,11,8,3,71,29,42,38,19,12,7,0,19,13,3,3,0,0,0,1322,778,134,280,0,364,544,362,93,89,0,0,0,0
20180320,,嘉義市,8,6,2,66,20,46,33,12,6,6,0,21,12,3,3,3,0,0,1016,420,77,306,0,37,596,357,91,80,68,0,0,0
20180320,,金門縣,0,0,0,6,6,0,4,4,3,1,0,0,0,0,0,0,0,0,81,81,28,46,0,7,0,0,0,0,0,0,0,0
20180320,,連江縣,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,0,0,0,0
20180528,,新北市,29,20,9,209,176,33,112,80,60,20,0,32,6,12,12,2,0,0,3453,2733,747,602,250,1134,720,168,222,288,41,0,0,1
20180528,,臺北市,54,38,16,344,168,176,165,74,32,42,0,91,62,12,9,6,0,2,5388,2941,363,1512,9,1057,2447,1675,351,248,129,0,44,0
20180528,,桃園市,29,22,7,141,91,50,86,56,36,20,0,30,6,12,9,3,0,0,3549,2756,463,1497,2,794,793,158,295,221,70,0,0,49
20180528,,臺中市,27,18,9,152,114,38,106,60,44,14,2,46,27,7,9,3,0,0,2925,1700,507,558,29,606,1225,763,189,204,69,0,0,0
20180528,,臺南市,28,23,5,136,73,63,72,48,27,20,1,24,12,6,3,3,0,0,2193,1565,344,847,1,373,628,333,149,86,60,0,0,0
20180528,,高雄市,35,27,8,164,126,38,102,75,37,38,0,27,3,9,9,3,3,0,3006,2339,492,666,30,1151,667,89,248,252,69,9,0,0
20180528,,宜蘭縣,10,7,3,58,33,25,32,16,9,7,0,16,7,3,3,3,0,0,764,416,88,308,0,20,348,170,75,39,64,0,0,0
20180528,,新竹縣,8,7,1,25,24,1,22,19,12,7,0,3,0,0,0,3,0,0,583,546,153,291,0,102,37,0,0,0,37,0,0,0
20180528,,苗栗縣,11,9,2,40,35,5,29,23,15,8,0,6,0,6,0,0,0,0,847,709,140,412,0,157,138,0,138,0,0,0,0,0
20180528,,彰化縣,17,14,3,89,65,24,56,38,24,13,1,18,12,3,3,0,0,0,1515,896,287,557,1,51,619,326,140,127,26,0,0,0
20180528,,南投縣,10,7,3,42,33,9,32,20,15,5,0,12,6,3,3,0,0,0,726,454,165,126,0,163,272,157,51,64,0,0,0,0
20180528,,雲林縣,9,6,3,65,45,20,37,25,19,6,0,12,6,3,3,0,0,0,1035,724,219,267,0,238,311,175,86,50,0,0,0,0
20180528,,嘉義縣,2,2,0,11,11,0,7,7,6,1,0,0,0,0,0,0,0,0,315,315,59,36,1,219,0,0,0,0,0,0,0,0
20180528,,屏東縣,10,8,2,85,40,45,41,26,19,6,1,15,9,3,3,0,0,0,1012,629,200,224,5,200,383,247,86,50,0,0,0,0
20180528,,臺東縣,6,5,1,21,16,5,12,9,6,3,0,3,0,3,0,0,0,0,295,234,55,78,0,101,61,0,61,0,0,0,0,0
20180528,,花蓮縣,7,5,2,62,19,43,29,14,9,5,0,15,9,3,3,0,0,0,642,360,82,170,0,108,282,195,49,38,0,0,0,0
20180528,,澎湖縣,2,1,1,15,9,6,11,5,4,1,0,6,0,3,3,0,0,0,126,81,31,35,0,15,45,0,35,10,0,0,0,0
20180528,,基隆市,5,4,1,23,19,4,16,10,6,3,1,6,0,3,3,0,0,0,431,307,67,135,5,100,124,0,55,69,0,0,0,0
20180528,,新竹市,11,8,3,71,28,43,38,19,12,7,0,19,13,3,3,0,0,0,1319,775,134,282,0,359,544,362,93,89,0,0,0,0
20180528,,嘉義市,8,6,2,70,22,48,33,12,6,6,0,21,12,3,3,3,0,0,1013,417,77,304,0,36,596,357,91,80,68,0,0,0
20180528,,金門縣,0,0,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,80,80,28,45,0,7,0,0,0,0,0,0,0,0
20180528,,連江縣,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,0,0,0,0
20181020,,新北市,32,23,9,206,174,32,117,84,60,24,0,33,6,12,12,3,0,0,3429,2826,740,511,173,1402,603,143,174,239,45,0,0,2
20181020,,臺北市,54,38,16,360,173,187,164,76,33,43,0,88,59,12,9,6,0,2,5216,2947,329,1545,6,1067,2269,1556,319,249,125,0,20,0
20181020,,桃園市,31,24,7,143,95,48,88,58,36,22,0,30,6,12,9,3,0,0,3684,2871,435,1361,3,1072,813,176,312,208,67,0,0,50
20181020,,臺中市,27,18,9,174,111,63,105,58,42,14,2,47,27,8,9,3,0,0,2692,1605,499,561,48,497,1087,659,169,195,64,0,0,0
20181020,,臺南市,28,23,5,134,71,63,72,48,27,20,1,24,12,6,3,3,0,0,2178,1552,324,833,5,390,626,339,142,86,59,0,0,0
20181020,,高雄市,37,28,9,158,122,36,108,80,36,44,0,28,3,9,10,3,3,0,2979,2324,483,668,29,1144,655,89,228,261,68,9,0,0
20181020,,宜蘭縣,10,7,3,57,32,25,31,15,8,7,0,16,7,3,3,3,0,0,721,385,89,285,0,11,336,169,76,37,54,0,0,0
20181020,,新竹縣,7,6,1,27,26,1,21,18,12,6,0,3,0,0,0,3,0,0,618,598,153,286,0,159,20,0,0,0,20,0,0,0
20181020,,苗栗縣,11,9,2,38,33,5,27,21,13,8,0,6,0,6,0,0,0,0,775,654,130,393,0,131,121,0,121,0,0,0,0,0
20181020,,彰化縣,17,14,3,90,66,24,56,38,24,13,1,18,12,3,3,0,0,0,1518,929,282,583,4,60,589,320,137,106,26,0,0,0
20181020,,南投縣,10,7,3,42,33,9,32,20,15,5,0,12,6,3,3,0,0,0,722,480,163,137,0,180,242,155,40,45,2,0,0,0
20181020,,雲林縣,9,6,3,67,44,23,37,25,19,6,0,12,6,3,3,0,0,0,1119,810,216,347,0,247,309,177,85,47,0,0,0,0
20181020,,嘉義縣,3,3,0,12,12,0,7,7,5,2,0,0,0,0,0,0,0,0,322,322,55,70,1,196,0,0,0,0,0,0,0,0
20181020,,屏東縣,10,8,2,79,36,43,39,24,17,6,1,15,9,3,3,0,0,0,1051,679,193,257,10,219,372,232,88,52,0,0,0,0
20181020,,臺東縣,6,5,1,19,16,3,13,10,6,4,0,3,0,3,0,0,0,0,330,265,60,149,0,56,65,0,65,0,0,0,0,0
20181020,,花蓮縣,7,5,2,64,18,46,29,14,9,5,0,15,9,3,3,0,0,0,697,410,75,211,0,124,287,206,43,38,0,0,0,0
20181020,,澎湖縣,2,1,1,14,8,6,12,5,4,1,0,7,0,3,3,1,0,0,147,101,33,46,0,22,46,0,36,5,5,0,0,0
20181020,,基隆市,5,4,1,22,18,4,16,10,6,3,1,6,0,3,3,0,0,0,406,319,73,160,7,79,87,0,37,50,0,0,0,0
20181020,,新竹市,11,8,3,64,27,37,37,19,12,7,0,18,12,3,3,0,0,0,1241,786,137,302,0,347,455,276,89,90,0,0,0,0
20181020,,嘉義市,8,6,2,64,23,41,33,12,6,6,0,21,12,3,3,3,0,0,1046,450,75,331,0,44,596,359,89,83,65,0,0,0
20181020,,金門縣,0,0,0,8,8,0,4,4,3,1,0,0,0,0,0,0,0,0,90,90,29,56,0,5,0,0,0,0,0,0,0,0
20181020,,連江縣,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,0,0,0,0
20190320,,新北市,33,24,9,211,179,32,117,84,60,24,0,33,6,12,12,3,0,0,3449,2792,732,656,102,1302,657,144,205,260,46,0,0,2
20190320,,臺北市,54,38,16,353,170,183,164,76,33,43,0,88,59,12,9,6,0,2,5262,2910,325,1539,5,1041,2352,1549,354,247,124,0,78,0
20190320,,桃園市,31,24,7,146,98,48,88,58,36,22,0,30,6,12,9,3,0,0,3592,2778,425,1321,1,1031,814,175,316,207,67,0,0,49
20190320,,臺中市,27,18,9,172,109,63,105,58,42,14,2,47,27,8,9,3,0,0,2516,1310,498,542,46,224,1206,750,198,194,64,0,0,0
20190320,,臺南市,28,23,5,143,80,63,72,48,27,20,1,24,12,6,3,3,0,0,2174,1547,332,834,1,380,627,340,143,85,59,0,0,0
