日期,,縣市,附設校數總計,附設校數身心障礙類,附設校數資賦優異類,老師數總計,老師數身心障礙類,老師數資賦優異類,班級數總計,班級數身心障礙類小計,班級數身心障礙類集中式特教班,班級數身心障礙類分散式資源班,班級數身心障礙類巡迴輔導,班級數資賦優異類小計,班級數資賦優異類資優班(集中式),班級數資賦優異類美術班,班級數資賦優異類音樂班,班級數資賦優異類舞蹈班,班級數資賦優異類數理資源班,班級數資賦優異類資優巡迴輔導,學生人數總計,學生人數身心障礙類小計,學生人數身心障礙類集中式特教班,學生人數身心障礙類分散式資源班,學生人數身心障礙類巡迴輔導,學生人數身心障礙類接受特教服務,學生人數資賦優異類小計,學生人數資賦優異類資優班(集中式),學生人數資賦優異類美術班,學生人數資賦優異類音樂班,學生人數資賦優異類舞蹈班,學生人數資賦優異類數理資源班,學生人數資賦優異類資優巡迴輔導,學生人數資賦優異類資優方案
20091020,,花蓮縣,5,3,2,41,13,28,26,11,9,2,0,15,9,0,3,3,0,0,665,317,99,38,5,175,348,258,0,41,49,0,0,0
20091020,,澎湖縣,2,1,1,17,11,6,13,7,6,1,0,6,0,0,3,3,0,0,121,73,41,14,0,18,48,0,0,28,20,0,0,0
20091020,,基隆市,3,2,1,22,18,4,14,8,6,2,0,6,0,0,3,3,0,0,411,255,86,21,0,148,156,0,0,78,78,0,0,0
20091020,,新竹市,8,5,3,46,29,17,37,16,12,3,1,21,15,0,3,3,0,0,1185,596,168,52,0,376,589,432,0,78,79,0,0,0
20091020,,台中市,13,7,6,122,31,91,61,19,12,7,0,42,24,0,3,12,3,0,1925,810,171,287,0,352,1115,669,0,90,299,57,0,0
20091020,,嘉義市,4,2,2,50,7,43,25,4,3,1,0,21,12,0,3,3,3,0,813,240,39,13,0,188,573,337,0,89,100,47,0,0
20091020,,台南市,9,5,4,50,11,39,29,8,3,5,0,21,12,0,3,3,3,0,1194,649,45,109,0,495,545,316,0,90,88,51,0,0
20091020,,金門縣,1,1,0,19,19,0,4,4,3,1,0,0,0,0,0,0,0,0,63,63,29,22,0,12,0,0,0,0,0,0,0,0
20091020,,連江縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0
20100322,,台北市,54,37,17,336,123,213,162,63,28,35,0,99,69,0,12,9,6,3,4456,1807,381,555,4,867,2649,1865,0,351,237,116,78,2
20100322,,高雄市,19,12,7,88,46,42,41,21,13,8,0,20,3,2,6,6,3,0,1669,1066,193,178,0,695,603,82,149,138,173,61,0,0
20100322,,台北縣,19,12,7,114,91,23,73,46,37,7,2,27,6,0,9,12,0,0,2078,1338,515,116,0,707,740,158,0,232,350,0,0,0
20100322,,宜蘭縣,10,7,3,81,25,56,31,16,9,7,0,15,6,0,3,3,3,0,849,496,115,214,0,167,353,177,0,84,45,47,0,0
20100322,,桃園縣,22,14,8,71,43,28,67,34,22,12,0,33,6,0,12,12,3,0,1849,1059,311,146,0,602,790,107,0,339,295,49,0,0
20100322,,新竹縣,6,5,1,13,12,1,14,11,7,4,0,3,0,0,0,0,3,0,379,331,89,77,0,165,48,0,0,0,0,48,0,0
20100322,,苗栗縣,7,5,2,24,24,0,21,15,10,5,0,6,0,0,6,0,0,0,616,474,120,123,0,231,142,0,0,142,0,0,0,0
20100322,,台中縣,17,15,2,54,51,3,48,42,27,15,0,6,0,0,3,3,0,0,1600,1434,353,358,0,723,166,0,0,79,87,0,0,0
20100322,,彰化縣,16,13,3,85,46,39,48,30,17,13,0,18,12,0,3,3,0,0,1468,1002,226,532,0,244,466,307,0,71,88,0,0,0
20100322,,南投縣,8,5,3,43,32,11,26,18,15,3,0,8,2,0,3,3,0,0,648,428,183,81,0,164,220,60,0,79,81,0,0,0
20100322,,雲林縣,8,5,3,67,16,51,32,20,15,5,0,12,6,0,3,3,0,0,786,487,177,1,0,309,299,176,0,66,57,0,0,0
20100322,,嘉義縣,2,2,0,9,9,0,6,6,6,0,0,0,0,0,0,0,0,0,294,294,67,0,0,227,0,0,0,0,0,0,0,0
20100322,,台南縣,13,11,2,66,45,21,36,30,20,10,0,6,0,0,6,0,0,0,974,891,276,219,1,395,83,0,0,83,0,0,0,0
20100322,,高雄縣,9,6,3,33,24,9,31,19,14,5,0,12,3,0,3,6,0,0,1128,875,192,390,0,293,253,57,0,77,119,0,0,0
20100322,,屏東縣,9,7,2,80,40,40,40,26,19,7,0,14,8,0,3,3,0,0,946,551,222,117,0,212,395,222,0,88,85,0,0,0
20100322,,台東縣,5,4,1,17,13,4,11,8,6,2,0,3,0,0,3,0,0,0,311,262,81,21,0,160,49,0,0,49,0,0,0,0
20100322,,花蓮縣,6,4,2,41,13,28,28,13,9,4,0,15,9,0,3,3,0,0,657,309,98,38,3,170,348,258,0,41,49,0,0,0
20100322,,澎湖縣,2,1,1,17,11,6,13,7,6,1,0,6,0,0,3,3,0,0,118,70,40,13,0,17,48,0,0,28,20,0,0,0
20100322,,基隆市,4,3,1,22,18,4,15,9,6,3,0,6,0,0,3,3,0,0,404,248,86,31,0,131,156,0,0,78,78,0,0,0
20100322,,新竹市,8,5,3,45,28,17,38,17,12,4,1,21,15,0,3,3,0,0,1178,589,166,76,0,347,589,432,0,78,79,0,0,0
20100322,,台中市,13,7,6,121,30,91,61,19,12,7,0,42,24,0,3,12,3,0,1930,814,173,284,0,357,1116,671,0,90,299,56,0,0
20100322,,嘉義市,5,3,2,50,7,43,26,5,3,2,0,21,12,0,3,3,3,0,803,232,37,48,0,147,571,337,0,89,98,47,0,0
20100322,,台南市,12,8,4,50,11,39,32,11,3,8,0,21,12,0,3,3,3,0,1194,649,45,158,0,446,545,316,0,90,88,51,0,0
20100322,,金門縣,1,1,0,20,20,0,4,4,3,1,0,0,0,0,0,0,0,0,59,59,27,21,0,11,0,0,0,0,0,0,0,0
20100322,,連江縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0
20100528,,台北市,54,37,17,334,122,212,162,63,28,35,0,99,69,0,12,9,6,3,4454,1807,380,564,4,859,2647,1864,0,351,237,115,78,2
20100528,,高雄市,19,12,7,86,46,40,41,21,13,8,0,20,3,2,6,6,3,0,1660,1059,193,178,0,688,601,82,149,139,170,61,0,0
20100528,,台北縣,19,12,7,114,91,23,73,46,37,7,2,27,6,0,9,12,0,0,2069,1329,529,115,0,685,740,158,0,232,350,0,0,0
20100528,,宜蘭縣,10,7,3,76,24,52,31,16,9,7,0,15,6,0,3,3,3,0,839,486,130,212,0,144,353,177,0,84,45,47,0,0
20100528,,桃園縣,22,14,8,71,43,28,67,34,22,12,0,33,6,0,12,12,3,0,1841,1051,330,141,0,580,790,107,0,339,295,49,0,0
20100528,,新竹縣,6,5,1,13,12,1,14,11,7,4,0,3,0,0,0,0,3,0,380,332,94,77,0,161,48,0,0,0,0,48,0,0
20100528,,苗栗縣,7,5,2,24,24,0,21,15,10,5,0,6,0,0,6,0,0,0,613,472,137,120,0,215,141,0,0,141,0,0,0,0
20100528,,台中縣,17,15,2,54,51,3,48,42,27,15,0,6,0,0,3,3,0,0,1594,1428,398,356,0,674,166,0,0,79,87,0,0,0
20100528,,彰化縣,16,13,3,84,45,39,48,30,17,13,0,18,12,0,3,3,0,0,1458,993,263,521,0,209,465,307,0,71,87,0,0,0
20100528,,南投縣,8,5,3,43,32,11,26,18,15,3,0,8,2,0,3,3,0,0,647,429,188,81,0,160,218,60,0,79,79,0,0,0
20100528,,雲林縣,8,5,3,66,16,50,32,20,15,5,0,12,6,0,3,3,0,0,780,481,187,1,0,293,299,176,0,66,57,0,0,0
20100528,,嘉義縣,2,2,0,9,9,0,6,6,6,0,0,0,0,0,0,0,0,0,292,292,72,0,0,220,0,0,0,0,0,0,0,0
20100528,,台南縣,13,11,2,66,45,21,36,30,20,10,0,6,0,0,6,0,0,0,972,889,304,219,1,365,83,0,0,83,0,0,0,0
20100528,,高雄縣,9,6,3,33,24,9,31,19,14,5,0,12,3,0,3,6,0,0,1098,845,196,381,0,268,253,57,0,77,119,0,0,0
20100528,,屏東縣,9,7,2,79,40,39,40,26,19,7,0,14,8,0,3,3,0,0,949,547,224,117,0,206,402,229,0,88,85,0,0,0
20100528,,台東縣,5,4,1,17,13,4,11,8,6,2,0,3,0,0,3,0,0,0,311,262,85,21,0,156,49,0,0,49,0,0,0,0
20100528,,花蓮縣,6,4,2,40,13,27,28,13,9,4,0,15,9,0,3,3,0,0,645,297,97,38,3,159,348,258,0,41,49,0,0,0
20100528,,澎湖縣,2,1,1,17,11,6,13,7,6,1,0,6,0,0,3,3,0,0,108,60,30,13,0,17,48,0,0,28,20,0,0,0
20100528,,基隆市,4,3,1,22,18,4,15,9,6,3,0,6,0,0,3,3,0,0,405,249,93,31,0,125,156,0,0,78,78,0,0,0
20100528,,新竹市,8,5,3,45,28,17,38,17,12,4,1,21,15,0,3,3,0,0,1169,580,181,73,0,326,589,432,0,78,79,0,0,0
20100528,,台中市,13,7,6,121,30,91,61,19,12,7,0,42,24,0,3,12,3,0,1926,810,212,283,0,315,1116,671,0,90,299,56,0,0
20100528,,嘉義市,5,3,2,50,7,43,26,5,3,2,0,21,12,0,3,3,3,0,801,230,44,48,0,138,571,337,0,89,98,47,0,0
20100528,,台南市,12,8,4,50,11,39,32,11,3,8,0,21,12,0,3,3,3,0,1191,646,60,157,0,429,545,316,0,90,88,51,0,0
20100528,,金門縣,1,1,0,20,20,0,4,4,3,1,0,0,0,0,0,0,0,0,60,60,27,21,0,12,0,0,0,0,0,0,0,0
20100528,,連江縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0
20101020,,台北市,54,36,18,372,120,252,159,62,27,35,0,97,70,0,12,9,6,0,4744,2087,378,678,0,1031,2657,1963,0,350,231,111,0,2
20101020,,高雄市,19,12,7,85,50,35,43,22,14,8,0,21,3,3,6,6,3,0,1860,1212,205,139,0,868,648,87,179,142,176,64,0,0
20101020,,台北縣,22,15,7,120,98,22,79,52,40,7,5,27,6,0,9,12,0,0,2286,1551,589,93,1,868,735,158,0,232,345,0,0,0
20101020,,宜蘭縣,10,7,3,103,29,74,31,16,9,7,0,15,6,0,3,3,3,0,884,552,116,136,0,300,332,174,0,69,42,47,0,0
20101020,,桃園縣,22,14,8,82,49,33,72,39,27,12,0,33,6,0,12,12,3,0,2058,1205,376,95,0,734,853,113,0,348,342,50,0,0
20101020,,新竹縣,6,5,1,14,13,1,17,14,10,4,0,3,0,0,0,0,3,0,425,370,126,48,0,196,55,0,0,0,0,55,0,0
20101020,,苗栗縣,7,5,2,24,24,0,22,16,11,5,0,6,0,0,6,0,0,0,672,522,138,98,0,286,150,0,0,150,0,0,0,0
20101020,,台中縣,17,15,2,60,54,6,49,43,28,15,0,6,0,0,3,3,0,0,1627,1450,377,247,0,826,177,0,0,89,88,0,0,0
20101020,,彰化縣,16,13,3,89,47,42,51,33,20,13,0,18,12,0,3,3,0,0,1538,1046,267,367,0,412,492,326,0,78,88,0,0,0
20101020,,南投縣,8,5,3,46,35,11,29,20,17,3,0,9,3,0,3,3,0,0,764,486,210,82,0,194,278,119,0,80,79,0,0,0
20101020,,雲林縣,8,5,3,67,17,50,32,20,15,5,0,12,6,0,3,3,0,0,819,545,191,0,0,354,274,143,0,78,53,0,0,0
20101020,,嘉義縣,2,2,0,8,8,0,6,6,6,0,0,0,0,0,0,0,0,0,323,323,67,0,0,256,0,0,0,0,0,0,0,0
20101020,,台南縣,13,11,2,64,48,16,37,31,21,10,0,6,0,0,6,0,0,0,1026,934,280,132,0,522,92,0,0,92,0,0,0,0
20101020,,高雄縣,9,6,3,46,32,14,32,20,15,5,0,12,3,0,3,6,0,0,1084,876,211,316,0,349,208,30,0,80,98,0,0,0
20101020,,屏東縣,9,7,2,80,40,40,41,26,20,6,0,15,9,0,3,3,0,0,983,563,257,76,0,230,420,263,0,78,79,0,0,0
20101020,,台東縣,5,4,1,17,13,4,12,9,7,2,0,3,0,0,3,0,0,0,330,280,81,12,0,187,50,0,0,50,0,0,0,0
20101020,,花蓮縣,6,4,2,40,13,27,28,13,9,4,0,15,9,0,3,3,0,0,612,343,110,26,3,204,269,171,0,52,46,0,0,0
20101020,,澎湖縣,2,1,1,17,11,6,11,5,4,1,0,6,0,0,3,3,0,0,108,66,32,10,0,24,42,0,0,25,17,0,0,0
20101020,,基隆市,4,3,1,19,16,3,15,9,6,3,0,6,0,0,3,3,0,0,401,247,83,31,0,133,154,0,0,80,74,0,0,0
20101020,,新竹市,8,5,3,46,34,12,40,19,14,4,1,21,15,0,3,3,0,0,1120,633,190,47,1,395,487,316,0,91,80,0,0,0
20101020,,台中市,14,8,6,127,35,92,62,20,12,7,1,42,24,0,3,12,3,0,1943,831,175,196,0,460,1112,685,0,88,281,58,0,0
20101020,,嘉義市,5,3,2,50,7,43,26,5,3,2,0,21,12,0,3,3,3,0,800,257,40,34,0,183,543,287,0,93,111,52,0,0
20101020,,台南市,12,8,4,51,13,38,32,11,3,8,0,21,12,0,3,3,3,0,1250,693,43,93,0,557,557,339,0,90,86,42,0,0
20101020,,金門縣,1,1,0,18,18,0,4,4,3,1,0,0,0,0,0,0,0,0,79,79,32,13,0,34,0,0,0,0,0,0,0,0
20101020,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,2,0,0,0,0,0,0,0,0
20110301,,台北市,54,36,18,372,119,253,159,62,27,35,0,97,70,0,12,9,6,0,4729,2084,377,692,0,1015,2645,1948,0,351,230,111,0,5
20110301,,高雄市,19,12,7,84,49,35,43,22,14,8,0,21,3,3,6,6,3,0,1671,1194,204,134,0,856,477,87,0,142,176,64,0,8
20110301,,台北縣,22,15,7,122,100,22,79,52,40,7,5,27,6,0,9,12,0,0,2265,1519,587,92,2,838,746,168,0,232,345,0,0,1
20110301,,宜蘭縣,10,7,3,103,29,74,31,16,9,7,0,15,6,0,3,3,3,0,873,543,131,131,0,281,330,172,0,68,42,47,0,1
20110301,,桃園縣,22,14,8,82,49,33,72,39,27,12,0,33,6,0,12,12,3,0,2057,1213,390,92,0,731,844,113,0,348,331,49,0,3
20110301,,新竹縣,6,5,1,16,15,1,17,14,10,4,0,3,0,0,0,0,3,0,423,368,133,47,0,188,55,0,0,0,0,55,0,0
20110301,,苗栗縣,7,5,2,24,24,0,22,16,11,5,0,6,0,0,6,0,0,0,664,513,153,97,0,263,151,0,0,151,0,0,0,0
20110301,,台中縣,17,15,2,61,55,6,49,43,28,15,0,6,0,0,3,3,0,0,1605,1428,425,262,0,741,177,0,0,89,87,0,0,1
20110301,,彰化縣,16,13,3,90,48,42,51,33,20,13,0,18,12,0,3,3,0,0,1544,1032,302,361,0,369,512,345,0,77,89,0,0,1
20110301,,南投縣,8,5,3,46,35,11,29,20,17,3,0,9,3,0,3,3,0,0,757,476,213,80,0,183,281,120,0,80,79,0,0,2
20110301,,雲林縣,8,5,3,67,17,50,32,20,15,5,0,12,6,0,3,3,0,0,808,533,200,22,0,311,275,142,0,78,53,0,0,2
20110301,,嘉義縣,2,2,0,8,8,0,6,6,6,0,0,0,0,0,0,0,0,0,318,318,72,0,0,246,0,0,0,0,0,0,0,0
20110301,,台南縣,13,11,2,64,48,16,37,31,21,10,0,6,0,0,6,0,0,0,1021,927,306,132,0,489,94,0,0,91,0,0,0,3
20110301,,高雄縣,9,6,3,48,34,14,32,20,15,5,0,12,3,0,3,6,0,0,1118,847,222,303,0,322,271,92,0,80,98,0,0,1
20110301,,屏東縣,9,7,2,80,40,40,41,26,20,6,0,15,9,0,3,3,0,0,995,570,257,76,0,237,425,263,0,81,79,0,0,2
20110301,,台東縣,5,4,1,19,15,4,12,9,7,2,0,3,0,0,3,0,0,0,327,277,88,12,0,177,50,0,0,50,0,0,0,0
20110301,,花蓮縣,6,4,2,40,13,27,28,13,9,4,0,15,9,0,3,3,0,0,680,333,110,26,3,194,347,249,0,52,46,0,0,0
20110301,,澎湖縣,2,1,1,17,11,6,11,5,4,1,0,6,0,0,3,3,0,0,109,68,32,11,0,25,41,0,0,24,17,0,0,0
20110301,,基隆市,4,3,1,19,16,3,15,9,6,3,0,6,0,0,3,3,0,0,409,254,88,34,0,132,155,0,0,79,75,0,0,1
20110301,,新竹市,8,5,3,47,35,12,40,19,14,4,1,21,15,0,3,3,0,0,1165,624,201,47,1,375,541,370,0,91,80,0,0,0
20110301,,台中市,14,8,6,127,35,92,62,20,12,7,1,42,24,0,3,12,3,0,1920,814,207,191,15,401,1106,681,0,88,279,58,0,0
20110301,,嘉義市,5,3,2,50,7,43,26,5,3,2,0,21,12,0,3,3,3,0,762,246,45,33,0,168,516,287,0,93,83,52,0,1
20110301,,台南市,12,8,4,51,13,38,32,11,3,8,0,21,12,0,3,3,3,0,1247,682,57,93,0,532,565,341,0,89,86,47,0,2
20110301,,金門縣,1,1,0,19,19,0,4,4,3,1,0,0,0,0,0,0,0,0,76,76,32,12,0,32,0,0,0,0,0,0,0,0
20110301,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,2,0,0,0,0,0,0,0,0
20110321,,臺北市,54,36,18,372,119,253,159,62,27,35,0,97,70,0,12,9,6,0,4733,2089,381,693,0,1015,2644,1948,0,351,230,111,0,4
20110321,,高雄市,28,18,10,132,83,49,75,42,29,13,0,33,6,3,9,12,3,0,2769,2032,425,437,0,1170,737,177,0,222,274,64,0,0
20110321,,新北市,22,15,7,120,100,20,79,52,40,7,5,27,6,0,9,12,0,0,2261,1516,586,92,2,836,745,168,0,232,345,0,0,0
20110321,,宜蘭縣,10,7,3,103,29,74,31,16,9,7,0,15,6,0,3,3,3,0,874,545,130,149,0,266,329,172,0,68,42,47,0,0
20110321,,桃園縣,22,14,8,80,49,31,72,39,27,12,0,33,6,0,12,12,3,0,2006,1209,390,91,0,728,797,113,0,332,303,49,0,0
20110321,,新竹縣,6,5,1,16,15,1,17,14,10,4,0,3,0,0,0,0,3,0,422,367,133,47,0,187,55,0,0,0,0,55,0,0
20110321,,苗栗縣,7,5,2,24,24,0,22,16,11,5,0,6,0,0,6,0,0,0,655,504,151,93,0,260,151,0,0,151,0,0,0,0
20110321,,彰化縣,16,13,3,90,48,42,51,33,20,13,0,18,12,0,3,3,0,0,1538,1027,302,358,0,367,511,345,0,77,89,0,0,0
20110321,,南投縣,8,5,3,46,35,11,29,20,17,3,0,9,3,0,3,3,0,0,758,479,213,80,0,186,279,120,0,80,79,0,0,0
20110321,,雲林縣,8,5,3,67,17,50,32,20,15,5,0,12,6,0,3,3,0,0,828,526,199,21,0,306,302,171,0,78,53,0,0,0
20110321,,嘉義縣,2,2,0,8,8,0,6,6,6,0,0,0,0,0,0,0,0,0,318,318,71,0,0,247,0,0,0,0,0,0,0,0
20110321,,屏東縣,9,7,2,80,40,40,41,26,20,6,0,15,9,0,3,3,0,0,992,569,255,76,0,238,423,263,0,81,79,0,0,0
20110321,,台東縣,5,4,1,19,15,4,12,9,7,2,0,3,0,0,3,0,0,0,327,277,88,13,0,176,50,0,0,50,0,0,0,0
20110321,,花蓮縣,6,4,2,40,13,27,28,13,9,4,0,15,9,0,3,3,0,0,679,332,110,26,3,193,347,249,0,52,46,0,0,0
20110321,,澎湖縣,2,1,1,17,11,6,11,5,4,1,0,6,0,0,3,3,0,0,108,67,32,10,0,25,41,0,0,24,17,0,0,0
20110321,,基隆市,4,3,1,19,16,3,15,9,6,3,0,6,0,0,3,3,0,0,410,256,88,34,0,134,154,0,0,79,75,0,0,0
20110321,,新竹市,8,5,3,47,35,12,40,19,14,4,1,21,15,0,3,3,0,0,1166,625,201,47,1,376,541,370,0,91,80,0,0,0
20110321,,臺中市,31,23,8,188,90,98,111,63,40,22,1,48,24,0,6,15,3,0,3526,2244,628,453,15,1148,1282,681,0,177,366,58,0,0
20110321,,嘉義市,5,3,2,50,7,43,26,5,3,2,0,21,12,0,3,3,3,0,799,226,45,28,0,153,573,345,0,93,83,52,0,0
20110321,,臺南市,25,19,6,111,61,50,69,42,24,18,0,27,12,0,9,3,3,0,2256,1602,358,225,0,1019,654,341,0,180,86,47,0,0
20110321,,金門縣,1,1,0,19,19,0,4,4,3,1,0,0,0,0,0,0,0,0,77,77,32,12,0,33,0,0,0,0,0,0,0,0
20110321,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,4,0,3,0,1,0,0,0,0,0,0,0,0
20110530,,臺北市,54,36,18,352,119,233,159,62,27,35,0,97,70,0,12,9,6,0,4715,2069,381,687,0,1001,2646,1951,0,351,230,110,0,4
